leads_tempo_desde_evento_anterior_mean,leads_tempo_desde_evento_anterior_std,leads_tempo_desde_evento_anterior_75,leads_tempo_desde_evento_anterior_max,leads_score_midia_mean,leads_score_midia_std,leads_score_midia_min,leads_score_midia_25,leads_score_midia_50,leads_score_midia_75,leads_score_midia_max,leads_vg_mean,leads_vg_std,leads_vg_min,leads_vg_25,leads_vg_50,leads_vg_75,leads_vg_max,leads_m2_anuncio_mean,leads_m2_anuncio_std,leads_m2_anuncio_25,leads_m2_anuncio_50,leads_m2_anuncio_75,leads_m2_anuncio_max,leads_in_dorm_mean,leads_in_dorm_75,leads_in_dorm_max,leads_dl_area_total_mean,leads_dl_area_total_std,leads_dl_area_total_50,leads_dl_area_total_75,leads_dl_area_total_max,leads_in_garagens_totais_mean,leads_in_garagens_totais_25,leads_in_garagens_totais_50,leads_in_garagens_totais_75,leads_in_garagens_totais_max,leads_in_garagens_mean,leads_in_garagens_max,leads_evento_quinta,leads_opercao_locacao,leads_finalidade_residencial,leads_tipo_ocupacao_desocupado,leads_tipo_ocupacao_nao_informado,leads_tx_estado_count,leads_imobiliaria_count,leads_qtd_pesquisas,tempo_min_lead_ate_hj,tempo_max_lead_ate_hj
364.0,389.07,722.0,722.0,12514.67,5993.72,5753.0,5753.0,14617.0,17174.0,17174.0,429208.33,118924.37,329000.0,329000.0,398000.0,560625.0,560625.0,3266.07,2935.84,0.0,4112.5,5685.71429,5685.714285714285,3.0,3.0,3.0,59.33,52.17,80.0,98.0,98.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,4.0,4.0,1475.0,17.0
266.5,355.09,750.0,750.0,9602.33,3733.92,5753.0,5753.0,9845.0,13209.0,13209.0,117233.33,100054.8,1700.0,1700.0,175000.0,175000.0,175000.0,1804.26,1538.14,28.17368,2692.30769,2692.30769,2692.3076923076924,0.67,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,4.0,1085.0,17.0
0.0,287.5870084593694,0.0,0.0,1554.0,9489.073329383884,1554.0,1554.0,1554.0,1554.0,1554.0,225000.0,1106351.192412627,225000.0,225000.0,225000.0,225000.0,225000.0,5921.05,26553.218435297436,5921.05263,5921.05263,5921.05263,5921.052631578948,1.0,1.0,1.0,336.0,0.0,336.0,336.0,336.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,17.0
138.62,235.37,96.0,748.0,5546.14,4408.58,40.0,1028.0,5753.0,7950.0,13209.0,201625.0,168388.82,0.0,1800.0,300000.0,360000.0,360000.0,3796.39,3200.33,40.0,5384.61538,7058.82353,7058.823529411765,0.63,2.0,3.0,31.75,27.81,52.0,57.0,60.0,0.67,0.0,1.0,1.0,1.0,0.25,1.0,3.0,1.0,6.0,1.0,4.0,1.0,8.0,13.0,1823.0,17.0
0.0,287.5870084593694,0.0,0.0,7.0,9489.073329383884,7.0,7.0,7.0,7.0,7.0,259900.0,1106351.192412627,259900.0,259900.0,259900.0,259900.0,259900.0,5641.42,26553.218435297436,5641.41524,5641.41524,5641.41524,5641.415237681788,2.0,2.0,2.0,140.0,0.0,140.0,140.0,140.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,17.0
4.02,15.92,1.0,110.0,7186.71,6162.66,55.0,1554.0,5753.0,13209.0,17174.0,161763.73,378813.54,0.0,1800.0,2300.0,3000.0,1400000.0,644.87,1414.4,9.57447,12.63736,18.0,4931.829658306683,0.69,0.0,5.0,262.4,159.47,234.48,302.5,750.0,2.61,2.0,2.0,3.0,7.0,0.51,7.0,10.0,38.0,44.0,26.0,17.0,1.0,17.0,61.0,276.0,17.0
356.43,615.66,290.0,1721.0,17731.6,16341.29,1554.0,4138.0,13209.0,32313.0,37444.0,285220.0,267008.13,550.0,550.0,380000.0,495000.0,550000.0,2014.44,1848.49,11.0,2928.99408,3454.54545,3666.6666666666665,0.6,0.0,3.0,110.8,90.0,110.0,169.0,225.0,1.25,1.0,2.0,2.0,2.0,0.2,1.0,2.0,2.0,3.0,1.0,3.0,1.0,5.0,7.0,2516.0,17.0
0.0,287.5870084593694,0.0,0.0,1554.0,9489.073329383884,1554.0,1554.0,1554.0,1554.0,1554.0,2600.0,1106351.192412627,2600.0,2600.0,2600.0,2600.0,2600.0,22.57,26553.218435297436,22.56749,22.56749,22.56749,22.567485461331483,3.0,3.0,3.0,152.15,0.0,152.15,152.15,152.15,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,17.0,17.0
158.33,244.55,193.0,650.0,16827.0,11579.19,4612.0,13209.0,17174.0,32313.0,32313.0,227833.33,390203.34,1600.0,1600.0,3500.0,678400.0,678400.0,3092.84,5260.9,38.02281,72.91667,9167.56757,9167.567567567568,0.67,2.0,2.0,30.03,26.17,42.08,48.0,48.0,1.33,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,8.0,9.0,1446.0,17.0
36.76,83.11,17.0,413.0,7419.86,6232.76,32.0,1554.0,5753.0,13209.0,17174.0,1509.71,482.6,0.0,1300.0,1500.0,1750.0,2500.0,25.15,12.2,19.08333,25.83333,31.418,51.02040816326531,0.59,2.0,3.0,27.53,26.84,42.0,49.0,64.0,0.93,1.0,1.0,1.0,2.0,0.28,1.0,5.0,27.0,31.0,14.0,8.0,1.0,16.0,46.0,1536.0,17.0
0.0,287.5870084593694,0.0,0.0,319.0,9489.073329383884,319.0,319.0,319.0,319.0,319.0,0.0,1106351.192412627,0.0,0.0,0.0,0.0,0.0,0.0,26553.218435297436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4432298136645962,1.051831227243521,1.4574855429428144,1.8228742771471407,2.740415506532448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,17.0
30.17,28.84,55.0,61.0,10645.67,8119.37,1554.0,1554.0,13209.0,17174.0,17174.0,274833.33,215476.6,0.0,0.0,375000.0,449000.0,450000.0,3352.57,2701.84,0.0,5000.0,5000.0,6236.111111111111,1.0,3.0,3.0,56.33,46.58,75.0,75.0,116.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,0.0,0.0,5.0,2.0,2.0,1.0,4.0,6.0,201.0,17.0
53.7,161.8,7.0,514.0,14333.0,16208.9,841.0,841.0,9845.0,32313.0,32313.0,41372.22,119486.98,0.0,1700.0,1700.0,2000.0,360000.0,517.31,1493.54,16.66667,21.25,28.57143,4500.0,1.0,3.0,3.0,129.56,105.58,80.0,150.0,306.0,1.71,1.0,2.0,2.0,3.0,0.44,2.0,2.0,6.0,8.0,5.0,0.0,1.0,4.0,10.0,558.0,17.0
9.0,12.73,18.0,18.0,8673.5,6414.17,4138.0,4138.0,13209.0,13209.0,13209.0,390.0,551.54,0.0,0.0,780.0,780.0,780.0,9.75,13.79,0.0,19.5,19.5,19.5,0.5,1.0,1.0,22.5,31.82,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,36.0,17.0
0.0,287.5870084593694,0.0,0.0,4612.0,9489.073329383884,4612.0,4612.0,4612.0,4612.0,4612.0,1481.0,1106351.192412627,1481.0,1481.0,1481.0,1481.0,1481.0,32.91,26553.218435297436,32.91111,32.91111,32.91111,32.91111111111111,2.0,2.0,2.0,45.0,0.0,45.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,17.0,17.0
222.25,329.7,698.0,698.0,9481.0,5272.19,5753.0,5753.0,13209.0,13209.0,13209.0,97200.0,188534.33,2500.0,2500.0,3800.0,380000.0,380000.0,1.9,3.8,0.0,0.0,7.6,7.6,1.0,2.0,2.0,1276.0,1187.42,2204.0,2400.0,2400.0,2.5,0.0,5.0,5.0,5.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,1.0,2.0,4.0,908.0,17.0
400.29,632.42,1187.0,1450.0,8365.6,6560.16,1554.0,4138.0,5753.0,13209.0,17174.0,379966.67,297095.95,170000.0,170000.0,250000.0,719900.0,719900.0,3302.67,354.43,3007.2267,3205.12821,3695.65217,3695.652173913044,1.33,4.0,4.0,278.0,333.35,128.0,660.0,660.0,2.0,1.0,1.0,4.0,4.0,1.33,4.0,0.0,0.0,3.0,3.0,0.0,1.0,5.0,8.0,2821.0,17.0
83.0,114.45,175.0,286.0,8878.0,7652.59,517.0,4612.0,13209.0,17174.0,17174.0,26762.5,48825.53,2100.0,2300.0,2650.0,100000.0,100000.0,17.74,12.64,19.62963,21.47239,29.87013,29.87012987012987,0.25,1.0,1.0,342.0,439.94,156.0,1000.0,1000.0,1.5,1.0,2.0,2.0,2.0,0.25,1.0,1.0,3.0,3.0,2.0,2.0,1.0,4.0,7.0,599.0,17.0
23.43,62.82,16.0,309.0,8355.2,6629.51,1028.0,4612.0,5753.0,13209.0,17174.0,193072.0,75638.59,0.0,161000.0,210000.0,265000.0,265000.0,4052.89,2039.68,3741.88082,4017.85714,4814.81481,8888.888888888889,0.48,1.0,2.0,14.28,22.05,0.0,36.0,56.0,0.12,0.0,0.0,0.0,1.0,0.08,1.0,4.0,0.0,23.0,7.0,10.0,1.0,11.0,30.0,731.0,17.0
53.9,198.63,8.0,1099.0,18066.0,14118.69,2503.0,5753.0,17174.0,32313.0,37444.0,233643.04,275609.94,0.0,3000.0,4370.0,550000.0,700000.0,2003.42,2833.64,26.52687,33.73494,5612.2449,8166.666666666667,0.41,0.0,3.0,129.75,107.33,134.0,250.0,318.0,1.65,0.0,2.0,2.0,4.0,0.37,4.0,12.0,24.0,51.0,10.0,25.0,1.0,17.0,62.0,3378.0,17.0
0.0,287.5870084593694,0.0,0.0,841.0,9489.073329383884,841.0,841.0,841.0,841.0,841.0,330313.3207624817,1106351.192412627,107320.38058700648,149296.05113979947,248453.394005258,438731.0020882515,24786475.075949445,4588.920616252351,26553.218435297436,1096.791111412158,1761.9171716711928,2538.731695644454,148764.76917936187,1.0334823480259034,1.5611029872571547,2.1652391894714853,55343.18507207019,0.0,4865.251092350115,12936.91796246501,725500.7153331941,1.4432298136645962,1.051831227243521,1.4574855429428144,1.8228742771471407,2.740415506532448,0.7569396281595989,1.83288071861291,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,17.0
2.07,2.46,4.0,7.0,6506.5,5091.03,833.0,5753.0,6231.0,13209.0,13209.0,200583.33,68024.67,0.0,195000.0,215000.0,245000.0,250000.0,3857.05,2344.4,3571.42857,3980.0,5342.8317,8166.666666666667,0.92,2.0,2.0,66.92,90.65,75.0,100.0,300.0,1.09,1.0,1.0,1.0,2.0,0.5,2.0,2.0,0.0,12.0,2.0,8.0,1.0,9.0,14.0,52.0,17.0
3.0,4.12,7.0,8.0,9291.5,11147.54,1409.0,1409.0,17174.0,17174.0,17174.0,1620.0,908.71,0.0,1900.0,2050.0,2050.0,2100.0,27.87,16.86,24.4186,34.54545,40.19608,40.19607843137255,0.8,2.0,2.0,37.6,37.18,51.0,51.0,86.0,0.8,1.0,1.0,1.0,1.0,0.2,1.0,1.0,3.0,5.0,3.0,2.0,1.0,3.0,5.0,34.0,17.0
0.0,287.5870084593694,0.0,0.0,4612.0,9489.073329383884,4612.0,4612.0,4612.0,4612.0,4612.0,240000.0,1106351.192412627,240000.0,240000.0,240000.0,240000.0,240000.0,1846.15,26553.218435297436,1846.15385,1846.15385,1846.15385,1846.1538461538464,3.0,3.0,3.0,150.0,0.0,150.0,150.0,150.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,17.0
30.57,61.0,19.0,225.0,14666.5,10336.39,841.0,9845.0,14617.0,17174.0,32313.0,238916.07,691807.41,0.0,3000.0,3500.0,5500.0,2200000.0,549.93,1530.7,23.3871,34.35115,45.16129,4888.888888888889,0.93,2.0,5.0,232.33,301.51,131.0,450.0,1000.0,1.82,1.0,2.0,2.0,4.0,0.61,4.0,5.0,24.0,26.0,12.0,10.0,3.0,14.0,30.0,947.0,17.0
22.54,61.15,10.0,326.0,7722.23,8987.87,98.0,1554.0,5753.0,9605.0,32313.0,198355.01,225049.99,0.0,2700.0,3200.0,430000.0,585000.0,3011.08,3484.77,15.88235,50.0,5916.75,11037.735849056604,0.86,2.0,3.0,25.52,33.94,0.0,64.0,101.0,1.41,1.0,1.0,2.0,2.0,0.45,2.0,6.0,22.0,39.0,5.0,30.0,1.0,26.0,53.0,1210.0,17.0
0.0,0.0,0.0,0.0,1554.0,9489.073329383884,1554.0,1554.0,1554.0,1554.0,1554.0,167633.33,2470.49,165000.0,165000.0,168000.0,169900.0,169900.0,1816.71,1601.4,0.0,2426.47059,3023.66969,3023.669692116035,0.67,2.0,2.0,58.73,8.3,56.19,68.0,68.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,3.0,17.0,17.0
0.0,287.5870084593694,0.0,0.0,841.0,9489.073329383884,841.0,841.0,841.0,841.0,841.0,330313.3207624817,1106351.192412627,107320.38058700648,149296.05113979947,248453.394005258,438731.0020882515,24786475.075949445,4588.920616252351,26553.218435297436,1096.791111412158,1761.9171716711928,2538.731695644454,148764.76917936187,1.0334823480259034,1.5611029872571547,2.1652391894714853,55343.18507207019,0.0,4865.251092350115,12936.91796246501,725500.7153331941,1.4432298136645962,1.051831227243521,1.4574855429428144,1.8228742771471407,2.740415506532448,0.7569396281595989,1.83288071861291,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,17.0
0.0,287.5870084593694,0.0,0.0,841.0,9489.073329383884,841.0,841.0,841.0,841.0,841.0,330313.3207624817,1106351.192412627,107320.38058700648,149296.05113979947,248453.394005258,438731.0020882515,24786475.075949445,4588.920616252351,26553.218435297436,1096.791111412158,1761.9171716711928,2538.731695644454,148764.76917936187,1.0334823480259034,1.5611029872571547,2.1652391894714853,55343.18507207019,0.0,4865.251092350115,12936.91796246501,725500.7153331941,1.4432298136645962,1.051831227243521,1.4574855429428144,1.8228742771471407,2.740415506532448,0.7569396281595989,1.83288071861291,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,17.0,17.0
80.23,192.79,7.0,656.0,8750.5,7840.27,7.0,4612.0,13209.0,17174.0,17174.0,79318.18,179348.95,0.0,2150.0,2400.0,2500.0,540000.0,804.56,1741.66,31.25,33.07692,35.38462,4772.727272727273,1.36,3.0,3.0,54.27,52.27,65.0,80.0,173.0,0.88,0.0,1.0,2.0,2.0,0.55,2.0,2.0,8.0,10.0,4.0,2.0,1.0,8.0,13.0,1064.0,17.0
0.0,287.5870084593694,0.0,0.0,7.0,9489.073329383884,7.0,7.0,7.0,7.0,7.0,231600.0,1106351.192412627,231600.0,231600.0,231600.0,231600.0,231600.0,5034.78,26553.218435297436,5034.78261,5034.78261,5034.78261,5034.782608695652,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,17.0
0.0,287.5870084593694,0.0,0.0,841.0,9489.073329383884,841.0,841.0,841.0,841.0,841.0,330313.3207624817,1106351.192412627,107320.38058700648,149296.05113979947,248453.394005258,438731.0020882515,24786475.075949445,4588.920616252351,26553.218435297436,1096.791111412158,1761.9171716711928,2538.731695644454,148764.76917936187,1.0334823480259034,1.5611029872571547,2.1652391894714853,55343.18507207019,0.0,4865.251092350115,12936.91796246501,725500.7153331941,1.4432298136645962,1.051831227243521,1.4574855429428144,1.8228742771471407,2.740415506532448,0.7569396281595989,1.83288071861291,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,17.0
0.0,287.5870084593694,0.0,0.0,2087.0,9489.073329383884,2087.0,2087.0,2087.0,2087.0,2087.0,0.0,1106351.192412627,0.0,0.0,0.0,0.0,0.0,0.0,26553.218435297436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4432298136645962,1.051831227243521,1.4574855429428144,1.8228742771471407,2.740415506532448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,17.0
55.67,88.88,133.0,201.0,15191.5,2803.68,13209.0,13209.0,17174.0,17174.0,17174.0,2050.0,264.58,1800.0,1900.0,2100.0,2400.0,2400.0,44.15,5.66,43.90244,46.15385,50.0,50.0,0.75,2.0,2.0,34.5,42.18,52.0,85.98,85.98,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,3.0,4.0,3.0,0.0,1.0,4.0,6.0,353.0,17.0
0.0,287.5870084593694,0.0,0.0,4612.0,9489.073329383884,4612.0,4612.0,4612.0,4612.0,4612.0,0.0,1106351.192412627,0.0,0.0,0.0,0.0,0.0,0.0,26553.218435297436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,17.0
0.0,287.5870084593694,0.0,0.0,1554.0,9489.073329383884,1554.0,1554.0,1554.0,1554.0,1554.0,650.0,1106351.192412627,650.0,650.0,650.0,650.0,650.0,14.44,26553.218435297436,14.44444,14.44444,14.44444,14.444444444444445,2.0,2.0,2.0,45.0,0.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,17.0,17.0
5.0,7.07,10.0,10.0,15191.5,2803.68,13209.0,13209.0,17174.0,17174.0,17174.0,945.0,502.05,590.0,590.0,1300.0,1300.0,1300.0,25.34,2.46,23.6,27.08333,27.08333,27.08333333333333,1.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,28.0,17.0
9.67,15.89,28.0,28.0,10893.0,8882.68,4612.0,4612.0,17174.0,17174.0,17174.0,750.0,278.39,450.0,450.0,800.0,1000.0,1000.0,23.45,1.35,22.5,22.85714,25.0,25.0,0.67,1.0,1.0,31.67,10.41,35.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,1.0,2.0,3.0,47.0,17.0
21.5,30.41,43.0,43.0,9364.0,11045.01,1554.0,1554.0,17174.0,17174.0,17174.0,500.0,707.11,0.0,0.0,1000.0,1000.0,1000.0,11.11,15.71,0.0,22.22222,22.22222,22.22222222222222,0.0,0.0,0.0,22.5,31.82,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,61.0,17.0
0.0,287.5870084593694,0.0,0.0,5753.0,9489.073329383884,5753.0,5753.0,5753.0,5753.0,5753.0,250000.0,1106351.192412627,250000.0,250000.0,250000.0,250000.0,250000.0,3125.0,26553.218435297436,3125.0,3125.0,3125.0,3125.0,2.0,2.0,2.0,80.0,0.0,80.0,80.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,17.0
0.0,287.5870084593694,0.0,0.0,32313.0,9489.073329383884,32313.0,32313.0,32313.0,32313.0,32313.0,0.0,1106351.192412627,0.0,0.0,0.0,0.0,0.0,0.0,26553.218435297436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4432298136645962,1.051831227243521,1.4574855429428144,1.8228742771471407,2.740415506532448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,17.0
372.5,526.79,745.0,745.0,13209.0,9489.073329383884,13209.0,13209.0,13209.0,13209.0,13209.0,953.33,213.62,830.0,830.0,830.0,1200.0,1200.0,14.51,1.01,13.33333,15.09091,15.09091,15.090909090909092,0.67,1.0,1.0,33.33,57.74,0.0,100.0,100.0,1.33,1.0,1.0,2.0,2.0,0.67,1.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,3.0,763.0,17.0
0.0,287.5870084593694,0.0,0.0,5753.0,9489.073329383884,5753.0,5753.0,5753.0,5753.0,5753.0,600.0,1106351.192412627,600.0,600.0,600.0,600.0,600.0,40.0,26553.218435297436,40.0,40.0,40.0,40.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,17.0,17.0
0.0,0.0,0.0,0.0,15191.5,2803.68,13209.0,13209.0,17174.0,17174.0,17174.0,1450.0,70.71,1400.0,1400.0,1500.0,1500.0,1500.0,14.85,7.8,9.33333,20.36107,20.36107,20.36106963485815,2.5,3.0,3.0,127.5,3.54,130.0,130.0,130.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,17.0,17.0
0.0,287.5870084593694,0.0,0.0,13209.0,9489.073329383884,13209.0,13209.0,13209.0,13209.0,13209.0,1300.0,1106351.192412627,1300.0,1300.0,1300.0,1300.0,1300.0,28.89,26553.218435297436,28.88889,28.88889,28.88889,28.88888888888889,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,17.0,17.0
0.0,287.5870084593694,0.0,0.0,17174.0,9489.073329383884,17174.0,17174.0,17174.0,17174.0,17174.0,1400.0,1106351.192412627,1400.0,1400.0,1400.0,1400.0,1400.0,31.29,26553.218435297436,31.29191,31.29191,31.29191,31.291908806437192,1.0,1.0,1.0,54.73,0.0,54.73,54.73,54.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,17.0,17.0
0.0,287.5870084593694,0.0,0.0,1554.0,9489.073329383884,1554.0,1554.0,1554.0,1554.0,1554.0,276000.0,1106351.192412627,276000.0,276000.0,276000.0,276000.0,276000.0,5632.65,26553.218435297436,5632.65306,5632.65306,5632.65306,5632.65306122449,2.0,2.0,2.0,49.0,0.0,49.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,17.0
0.0,287.5870084593694,0.0,0.0,1554.0,9489.073329383884,1554.0,1554.0,1554.0,1554.0,1554.0,2800.0,1106351.192412627,2800.0,2800.0,2800.0,2800.0,2800.0,40.0,26553.218435297436,40.0,40.0,40.0,40.0,2.0,2.0,2.0,70.0,0.0,70.0,70.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,17.0,17.0
77.11,224.64,3.0,676.0,14139.2,11810.32,1554.0,6446.0,13209.0,17174.0,32313.0,1588.89,245.94,1200.0,1400.0,1650.0,1800.0,1800.0,16.75,11.12,15.55556,17.74194,20.0,31.03448275862069,1.44,2.0,3.0,84.72,108.93,0.0,137.5,250.0,1.33,1.0,1.0,2.0,2.0,0.89,2.0,0.0,8.0,9.0,3.0,5.0,1.0,6.0,9.0,714.0,17.0
178.5,252.44,357.0,357.0,5966.0,5485.73,2087.0,2087.0,9845.0,9845.0,9845.0,0.0,1106351.192412627,0.0,0.0,0.0,0.0,0.0,0.0,26553.218435297436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4432298136645962,1.051831227243521,1.4574855429428144,1.8228742771471407,2.740415506532448,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,375.0,17.0
69.55,127.06,43.0,342.0,7071.83,6725.45,129.0,1554.0,5753.0,13209.0,17174.0,61900.0,179290.04,0.0,1900.0,2600.0,2899.98,540000.0,567.8,1662.14,0.0,15.98174,31.70732,5000.0,1.11,2.0,3.0,19.96,39.61,0.0,0.0,92.0,0.88,1.0,1.0,1.0,2.0,0.44,1.0,0.0,7.0,9.0,3.0,5.0,1.0,9.0,12.0,787.0,17.0
0.0,287.5870084593694,0.0,0.0,841.0,9489.073329383884,841.0,841.0,841.0,841.0,841.0,330313.3207624817,1106351.192412627,107320.38058700648,149296.05113979947,248453.394005258,438731.0020882515,24786475.075949445,4588.920616252351,26553.218435297436,1096.791111412158,1761.9171716711928,2538.731695644454,148764.76917936187,1.0334823480259034,1.5611029872571547,2.1652391894714853,55343.18507207019,0.0,4865.251092350115,12936.91796246501,725500.7153331941,1.4432298136645962,1.051831227243521,1.4574855429428144,1.8228742771471407,2.740415506532448,0.7569396281595989,1.83288071861291,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,17.0
287.33,395.96,739.0,739.0,32313.0,9489.073329383884,32313.0,32313.0,32313.0,32313.0,32313.0,437.5,515.39,0.0,0.0,750.0,1000.0,1000.0,8.91,10.29,0.0,17.44186,18.18182,18.181818181818183,1.0,2.0,2.0,47.5,55.0,90.0,100.0,100.0,1.5,1.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,1.0,1.0,4.0,881.0,17.0
434.67,1023.62,84.0,2523.0,14864.25,12039.74,5753.0,8182.0,13209.0,32313.0,32313.0,1850.0,173.21,1600.0,1900.0,1900.0,2000.0,2000.0,30.99,9.78,23.75,32.0,44.44444,44.44444444444444,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,3.0,1.0,3.0,6.0,2628.0,17.0
172.75,284.63,446.0,770.0,4432.0,7323.99,0.0,7.0,841.0,4138.0,17174.0,164750.0,143120.87,0.0,90000.0,280000.0,289000.0,289000.0,875.0,1750.0,0.0,0.0,3500.0,3500.0,0.0,0.0,0.0,414.0,330.17,480.0,801.0,801.0,0.67,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,5.0,9.0,1403.0,17.0
10.0,26.02,1.0,69.0,13209.0,9489.073329383884,13209.0,13209.0,13209.0,13209.0,13209.0,2171.43,213.81,2000.0,2000.0,2000.0,2400.0,2400.0,21.0,6.45,14.11765,25.64103,26.66667,26.666666666666668,0.71,2.0,3.0,4.29,5.35,0.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,0.29,1.0,0.0,7.0,7.0,4.0,3.0,1.0,2.0,7.0,90.0,17.0
143.78,268.33,180.0,831.0,20898.67,10081.94,13209.0,13209.0,17174.0,32313.0,32313.0,208666.67,308989.1,0.0,0.0,27000.0,552000.0,658000.0,1474.55,3575.71,0.0,32.29665,41.66667,8773.333333333334,0.33,0.0,2.0,239.23,199.04,330.36,415.0,490.0,4.75,2.0,4.0,11.0,11.0,0.33,2.0,1.0,3.0,4.0,1.0,3.0,1.0,6.0,10.0,1315.0,17.0
61.0,86.27,122.0,122.0,7.0,9489.073329383884,7.0,7.0,7.0,7.0,7.0,173540.8,1106351.192412627,173540.8,173540.8,173540.8,173540.8,173540.8,3541.65,26553.218435297436,3541.64898,3541.64898,3541.64898,3541.6489795918365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,140.0,17.0
