leads_tempo_desde_evento_anterior_mean,leads_tempo_desde_evento_anterior_std,leads_tempo_desde_evento_anterior_75,leads_tempo_desde_evento_anterior_max,leads_score_midia_mean,leads_score_midia_std,leads_score_midia_min,leads_score_midia_25,leads_score_midia_50,leads_score_midia_75,leads_score_midia_max,leads_vg_mean,leads_vg_std,leads_vg_min,leads_vg_25,leads_vg_50,leads_vg_75,leads_vg_max,leads_m2_anuncio_mean,leads_m2_anuncio_std,leads_m2_anuncio_25,leads_m2_anuncio_50,leads_m2_anuncio_75,leads_m2_anuncio_max,leads_in_dorm_mean,leads_in_dorm_75,leads_in_dorm_max,leads_dl_area_total_mean,leads_dl_area_total_std,leads_dl_area_total_50,leads_dl_area_total_75,leads_dl_area_total_max,leads_in_garagens_totais_mean,leads_in_garagens_totais_25,leads_in_garagens_totais_50,leads_in_garagens_totais_75,leads_in_garagens_totais_max,leads_in_garagens_mean,leads_in_garagens_max,leads_evento_quinta,leads_opercao_locacao,leads_finalidade_residencial,leads_tipo_ocupacao_desocupado,leads_tipo_ocupacao_nao_informado,leads_tx_estado_count,leads_imobiliaria_count,leads_qtd_pesquisas,tempo_min_lead_ate_hj,tempo_max_lead_ate_hj
0.0,287.5870084593694,0.0,0.0,7.0,9489.073329383884,7.0,7.0,7.0,7.0,7.0,850000.0,1106351.192412627,850000.0,850000.0,850000.0,850000.0,850000.0,2168.37,26553.218435297436,2168.36735,2168.36735,2168.36735,2168.3673469387754,4.0,4.0,4.0,896.0,0.0,896.0,896.0,896.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0,18.0
70.0,98.99,140.0,140.0,3119.0,4401.03,7.0,7.0,6231.0,6231.0,6231.0,270000.0,1106351.192412627,270000.0,270000.0,270000.0,270000.0,270000.0,6000.0,26553.218435297436,6000.0,6000.0,6000.0,6000.0,2.0,2.0,2.0,110.0,0.0,110.0,110.0,110.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,158.0,18.0
0.0,287.5870084593694,0.0,0.0,1554.0,9489.073329383884,1554.0,1554.0,1554.0,1554.0,1554.0,1500.0,1106351.192412627,1500.0,1500.0,1500.0,1500.0,1500.0,37.5,26553.218435297436,37.5,37.5,37.5,37.5,1.0,1.0,1.0,60.0,0.0,60.0,60.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0,18.0
34.16,87.5,12.0,335.0,16016.86,13990.5,2087.0,4138.0,13209.0,32313.0,37444.0,23269.81,87130.38,0.0,1500.0,1700.0,1800.0,350000.0,331.68,1226.16,21.79487,30.61224,34.69388,4929.577464788732,0.25,0.0,4.0,49.81,27.87,49.0,78.0,78.0,0.87,1.0,1.0,1.0,2.0,0.06,1.0,4.0,13.0,14.0,11.0,4.0,1.0,6.0,19.0,671.0,18.0
13.48,67.4,0.0,337.0,8432.83,6152.23,1554.0,2369.0,9845.0,13209.0,17174.0,1411.11,625.81,0.0,1200.0,1500.0,1700.0,2300.0,28.66,12.17,26.66667,28.76625,33.33333,51.11111111111112,0.11,0.0,2.0,55.03,28.01,50.0,70.0,115.0,0.94,1.0,1.0,1.0,1.0,0.06,1.0,3.0,17.0,18.0,7.0,9.0,1.0,8.0,25.0,357.0,18.0
0.0,287.5870084593694,0.0,0.0,1554.0,9489.073329383884,1554.0,1554.0,1554.0,1554.0,1554.0,299000.0,1106351.192412627,299000.0,299000.0,299000.0,299000.0,299000.0,4983.33,26553.218435297436,4983.33333,4983.33333,4983.33333,4983.333333333333,2.0,2.0,2.0,120.0,0.0,120.0,120.0,120.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0,18.0
427.33,723.77,1263.0,1263.0,6046.67,6563.67,319.0,319.0,4612.0,13209.0,13209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,1301.0,18.0
92.13,211.15,18.0,773.0,7728.6,7194.71,1098.0,1409.0,5753.0,13209.0,17174.0,1119.0,255.41,780.0,950.0,1150.0,1200.0,1700.0,22.04,6.85,16.6,22.64151,28.75,31.666666666666668,0.6,1.0,2.0,56.8,33.41,53.0,66.0,120.0,0.4,0.0,0.0,1.0,1.0,0.1,1.0,6.0,10.0,10.0,2.0,8.0,1.0,9.0,16.0,1498.0,18.0
0.0,287.5870084593694,0.0,0.0,7.0,9489.073329383884,7.0,7.0,7.0,7.0,7.0,1130000.0,1106351.192412627,1130000.0,1130000.0,1130000.0,1130000.0,1130000.0,12021.28,26553.218435297436,12021.2766,12021.2766,12021.2766,12021.27659574468,3.0,3.0,3.0,94.0,0.0,94.0,94.0,94.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0,18.0
0.0,0.0,0.0,0.0,11463.5,8075.87,5753.0,5753.0,17174.0,17174.0,17174.0,850.0,1202.08,0.0,0.0,1700.0,1700.0,1700.0,14.17,20.03,0.0,28.33333,28.33333,28.33333333333333,1.0,2.0,2.0,50.0,70.71,100.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,18.0,18.0
593.5,839.34,1187.0,1187.0,2072.5,2921.06,7.0,7.0,4138.0,4138.0,4138.0,1009438.67,1106351.192412627,1009438.67,1009438.67,1009438.67,1009438.67,1009438.67,11521.96,26553.218435297436,11521.9572,11521.9572,11521.9572,11521.957196667048,3.0,3.0,3.0,175.39,0.0,175.39,175.39,175.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1205.0,18.0
25.5,53.03,52.0,199.0,7964.25,8518.54,65.0,1409.0,13209.0,17174.0,17174.0,344090.91,87401.89,230000.0,280000.0,340000.0,380000.0,560000.0,4944.48,1850.57,4600.0,5490.19608,5666.66667,7168.458781362006,0.91,2.0,3.0,70.99,47.36,87.0,103.0,126.31,1.1,1.0,1.0,1.0,2.0,0.45,2.0,3.0,0.0,11.0,2.0,3.0,1.0,8.0,16.0,432.0,18.0
298.0,563.63,1143.0,1143.0,11407.0,2548.41,9605.0,9605.0,13209.0,13209.0,13209.0,952.0,138.09,830.0,830.0,900.0,1100.0,1100.0,8.99,9.41,0.0,11.22449,11.22449,22.5,1.4,3.0,3.0,47.2,49.17,40.0,98.0,98.0,0.2,0.0,0.0,0.0,1.0,0.2,1.0,2.0,5.0,5.0,5.0,0.0,1.0,2.0,5.0,1211.0,18.0
0.0,287.5870084593694,0.0,0.0,13209.0,9489.073329383884,13209.0,13209.0,13209.0,13209.0,13209.0,1103.0,1106351.192412627,1103.0,1103.0,1103.0,1103.0,1103.0,25.86,26553.218435297436,25.86166,25.86166,25.86166,25.86166471277843,2.0,2.0,2.0,200.24,0.0,200.24,200.24,200.24,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,18.0,18.0
276.73,552.39,279.0,1876.0,14070.5,12464.32,4612.0,5753.0,13209.0,17174.0,37444.0,246400.0,28413.03,210000.0,235000.0,237000.0,270000.0,280000.0,3820.11,2310.45,3750.0,4126.42669,5266.66667,5957.446808510638,1.2,2.0,2.0,9.0,20.12,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,2.0,0.0,5.0,0.0,3.0,1.0,10.0,11.0,3065.0,18.0
205.0,363.76,280.0,1068.0,9664.64,9487.46,241.0,2087.0,6231.0,15214.0,32313.0,334962.5,277305.83,0.0,1500.0,530000.0,559000.0,560000.0,2416.0,2716.66,24.74227,3655.17241,5762.8866,6198.804516271862,2.13,3.0,3.0,56.49,68.21,48.0,150.0,150.0,1.75,2.0,2.0,2.0,2.0,1.5,2.0,3.0,2.0,8.0,4.0,1.0,1.0,15.0,16.0,3304.0,18.0
105.92,236.44,11.0,819.0,10160.25,14929.33,568.0,2007.0,5753.0,32313.0,32313.0,691885.71,483609.58,0.0,3200.0,880000.0,1050000.0,1130000.0,7415.69,5346.34,43.24324,8498.82924,11894.73684,12222.222222222224,0.0,0.0,0.0,39.6,68.48,0.0,120.0,157.2,1.29,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,7.0,3.0,1.0,1.0,4.0,13.0,1399.0,18.0
125.92,390.02,68.0,1942.0,15191.5,2803.68,13209.0,13209.0,17174.0,17174.0,17174.0,46173.89,128725.48,950.0,1300.0,2200.0,3000.0,400000.0,584.52,1606.4,24.44444,36.66667,46.0,5000.0,0.72,1.0,3.0,70.34,79.99,64.0,100.0,300.0,0.94,1.0,1.0,1.0,2.0,0.22,1.0,5.0,16.0,17.0,11.0,5.0,2.0,14.0,26.0,3305.0,18.0
0.5,0.71,1.0,1.0,16933.5,21749.9,1554.0,1554.0,32313.0,32313.0,32313.0,800.0,1106351.192412627,800.0,800.0,800.0,800.0,800.0,13.79,26553.218435297436,13.7931,13.7931,13.7931,13.79310344827586,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,19.0,18.0
308.0,735.87,96.0,1974.0,7678.0,6670.25,1554.0,5753.0,6231.0,17174.0,17174.0,1490.0,14.14,1480.0,1480.0,1500.0,1500.0,1500.0,12.5,17.68,0.0,25.0,25.0,25.0,1.0,2.0,2.0,30.0,42.43,60.0,60.0,60.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,0.0,2.0,1.0,5.0,7.0,2176.0,18.0
0.0,287.5870084593694,0.0,0.0,4138.0,9489.073329383884,4138.0,4138.0,4138.0,4138.0,4138.0,330313.3207624817,1106351.192412627,107320.38058700648,149296.05113979947,248453.394005258,438731.0020882515,24786475.075949445,4588.920616252351,26553.218435297436,1096.791111412158,1761.9171716711928,2538.731695644454,148764.76917936187,1.0334823480259034,1.5611029872571547,2.1652391894714853,55343.18507207019,0.0,4865.251092350115,12936.91796246501,725500.7153331941,1.4432298136645962,1.051831227243521,1.4574855429428144,1.8228742771471407,2.740415506532448,0.7569396281595989,1.83288071861291,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,18.0
0.0,287.5870084593694,0.0,0.0,17174.0,9489.073329383884,17174.0,17174.0,17174.0,17174.0,17174.0,950000.0,1106351.192412627,950000.0,950000.0,950000.0,950000.0,950000.0,11728.4,26553.218435297436,11728.39506,11728.39506,11728.39506,11728.395061728395,2.0,2.0,2.0,81.0,0.0,81.0,81.0,81.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,18.0,18.0
201.29,263.91,481.0,628.0,9120.8,8440.15,0.0,7.0,13209.0,15214.0,17174.0,124925.25,247851.63,0.0,1200.0,1800.0,496701.0,496701.0,2256.91,3886.02,0.0,26.66667,6744.07332,6744.0733197556,0.75,2.0,2.0,73.72,33.7,60.0,123.86,123.86,0.5,0.0,1.0,1.0,1.0,0.25,1.0,1.0,3.0,3.0,0.0,0.0,2.0,5.0,7.0,1430.0,18.0
110.8,236.13,18.0,533.0,9522.33,3728.69,5753.0,5753.0,9605.0,13209.0,13209.0,177000.0,161694.16,0.0,0.0,285000.0,300000.0,300000.0,1785.81,1759.29,0.0,2375.0,2500.0,4054.054054054054,0.8,2.0,2.0,113.2,106.02,150.0,208.0,208.0,2.33,1.0,2.0,4.0,4.0,1.2,4.0,1.0,1.0,4.0,0.0,3.0,1.0,4.0,5.0,574.0,18.0
42.71,28.31,71.0,76.0,6161.67,6404.73,319.0,1554.0,6231.0,9605.0,17174.0,250000.0,323934.15,0.0,0.0,320000.0,680000.0,680000.0,3928.57,4540.49,0.0,7619.04762,8095.2381,8095.238095238095,1.0,3.0,3.0,10.5,21.0,0.0,42.0,42.0,1.5,1.0,2.0,2.0,2.0,0.75,2.0,2.0,1.0,2.0,1.0,1.0,1.0,7.0,7.0,319.0,18.0
0.0,0.0,0.0,0.0,1554.0,9489.073329383884,1554.0,1554.0,1554.0,1554.0,1554.0,249000.0,1106351.192412627,249000.0,249000.0,249000.0,249000.0,249000.0,0.0,26553.218435297436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,50.0,50.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,18.0,18.0
0.0,287.5870084593694,0.0,0.0,17174.0,9489.073329383884,17174.0,17174.0,17174.0,17174.0,17174.0,690000.0,1106351.192412627,690000.0,690000.0,690000.0,690000.0,690000.0,0.0,26553.218435297436,0.0,0.0,0.0,0.0,4.0,4.0,4.0,5000.0,0.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0,18.0
206.0,202.7,388.0,457.0,24395.75,12297.79,13209.0,14617.0,32313.0,37444.0,37444.0,96937.5,188718.69,0.0,2950.0,4800.0,380000.0,380000.0,25.71,30.8,0.0,41.37931,61.45833,61.458333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,5.0,1049.0,18.0
141.88,348.74,96.0,1263.0,14707.8,11091.13,4612.0,6231.0,13209.0,17174.0,32313.0,1261.11,271.31,900.0,1150.0,1200.0,1400.0,1800.0,15.35,3.83,12.0,15.0,17.5,20.90909090909091,0.22,0.0,2.0,108.33,64.32,120.0,150.0,200.0,1.11,1.0,1.0,2.0,2.0,0.22,2.0,3.0,9.0,9.0,5.0,4.0,1.0,7.0,18.0,2292.0,18.0
68.67,118.93,206.0,206.0,17174.0,9489.073329383884,17174.0,17174.0,17174.0,17174.0,17174.0,910.0,251.59,750.0,750.0,780.0,1200.0,1200.0,8.47,7.9,0.0,9.75,15.65149,15.651493413329854,2.0,2.0,2.0,25.56,44.27,0.0,76.67,76.67,1.33,1.0,1.0,2.0,2.0,1.33,2.0,1.0,2.0,3.0,3.0,0.0,1.0,3.0,3.0,224.0,18.0
1.33,1.51,3.0,3.0,9278.8,6315.71,1554.0,4612.0,9845.0,13209.0,17174.0,1350.0,755.65,0.0,1200.0,1500.0,1600.0,2300.0,20.52,11.3,15.0,27.27273,27.38095,29.62962962962963,1.5,2.0,3.0,31.5,35.74,54.0,55.0,80.0,1.33,1.0,1.0,2.0,2.0,0.83,2.0,1.0,3.0,6.0,3.0,2.0,1.0,5.0,6.0,28.0,18.0
0.0,287.5870084593694,0.0,0.0,37444.0,9489.073329383884,37444.0,37444.0,37444.0,37444.0,37444.0,330313.3207624817,1106351.192412627,107320.38058700648,149296.05113979947,248453.394005258,438731.0020882515,24786475.075949445,4588.920616252351,26553.218435297436,1096.791111412158,1761.9171716711928,2538.731695644454,148764.76917936187,1.0334823480259034,1.5611029872571547,2.1652391894714853,55343.18507207019,0.0,4865.251092350115,12936.91796246501,725500.7153331941,1.4432298136645962,1.051831227243521,1.4574855429428144,1.8228742771471407,2.740415506532448,0.7569396281595989,1.83288071861291,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,18.0
225.57,377.31,228.0,1052.0,4131.57,3264.05,319.0,1554.0,4138.0,6446.0,9845.0,787402.0,682341.29,299990.0,299990.0,495000.0,1567216.0,1567216.0,3789.54,3389.06,0.0,4838.54839,6530.06667,6530.066666666667,1.67,3.0,3.0,231.45,122.52,300.0,304.36,304.36,1.33,0.0,1.0,3.0,3.0,1.33,3.0,1.0,0.0,3.0,0.0,1.0,1.0,7.0,7.0,1601.0,18.0
1.0,1.41,2.0,2.0,17174.0,9489.073329383884,17174.0,17174.0,17174.0,17174.0,17174.0,3350.0,212.13,3200.0,3200.0,3500.0,3500.0,3500.0,36.59,6.49,32.0,41.17647,41.17647,41.1764705882353,1.0,2.0,2.0,55.0,77.78,110.0,110.0,110.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,20.0,18.0
184.07,382.13,150.0,1347.0,8796.57,11412.67,0.0,319.0,6231.0,13209.0,32313.0,345598.75,241231.69,0.0,349000.0,403395.0,630000.0,630000.0,4775.14,3214.49,4592.10526,6533.77065,7974.68354,7974.683544303797,1.0,2.0,2.0,56.69,36.24,79.0,86.0,86.0,1.4,1.0,1.0,2.0,2.0,0.63,2.0,2.0,0.0,6.0,0.0,3.0,1.0,10.0,14.0,2600.0,18.0
785.5,1464.88,2980.0,2980.0,3458.67,3167.12,7.0,7.0,4138.0,6231.0,6231.0,330313.3207624817,1106351.192412627,107320.38058700648,149296.05113979947,248453.394005258,438731.0020882515,24786475.075949445,4588.920616252351,26553.218435297436,1096.791111412158,1761.9171716711928,2538.731695644454,148764.76917936187,1.0334823480259034,1.5611029872571547,2.1652391894714853,55343.18507207019,0.0,4865.251092350115,12936.91796246501,725500.7153331941,1.4432298136645962,1.051831227243521,1.4574855429428144,1.8228742771471407,2.740415506532448,0.7569396281595989,1.83288071861291,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3161.0,18.0
502.0,709.94,1004.0,1004.0,17174.0,9489.073329383884,17174.0,17174.0,17174.0,17174.0,17174.0,600000.0,1106351.192412627,600000.0,600000.0,600000.0,600000.0,600000.0,0.0,26553.218435297436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1022.0,18.0
290.0,485.08,850.0,850.0,18413.33,13323.3,5753.0,5753.0,17174.0,32313.0,32313.0,900.0,781.02,0.0,0.0,1300.0,1400.0,1400.0,19.49,16.92,0.0,28.0,30.46637,30.46636981485821,1.33,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,889.0,18.0
88.3,201.1,81.0,1063.0,8934.33,10439.03,833.0,1554.0,4138.0,13209.0,32313.0,203300.0,207172.22,0.0,900.0,250000.0,400000.0,550000.0,1679.18,1915.96,6.41849,15.06849,3703.7037,4683.840749414519,0.75,2.0,3.0,321.25,421.9,108.0,570.0,1244.5,3.14,1.0,1.0,2.0,17.0,1.13,17.0,14.0,9.0,24.0,5.0,15.0,1.0,13.0,38.0,2944.0,18.0
22.38,35.04,75.0,80.0,20898.67,10081.94,13209.0,13209.0,17174.0,32313.0,32313.0,120614.29,144415.81,3800.0,4500.0,5500.0,275000.0,275000.0,26.17,25.85,0.0,38.19444,40.90909,63.333333333333336,0.0,0.0,0.0,100.71,95.02,150.0,185.0,185.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,7.0,3.0,2.0,1.0,2.0,8.0,199.0,18.0
0.0,287.5870084593694,0.0,0.0,841.0,9489.073329383884,841.0,841.0,841.0,841.0,841.0,330313.3207624817,1106351.192412627,107320.38058700648,149296.05113979947,248453.394005258,438731.0020882515,24786475.075949445,4588.920616252351,26553.218435297436,1096.791111412158,1761.9171716711928,2538.731695644454,148764.76917936187,1.0334823480259034,1.5611029872571547,2.1652391894714853,55343.18507207019,0.0,4865.251092350115,12936.91796246501,725500.7153331941,1.4432298136645962,1.051831227243521,1.4574855429428144,1.8228742771471407,2.740415506532448,0.7569396281595989,1.83288071861291,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,18.0
311.5,433.08,498.0,1095.0,10796.67,7866.0,2007.0,2007.0,13209.0,17174.0,17174.0,196600.0,285363.09,800.0,3500.0,3500.0,340200.0,635000.0,3725.97,5112.87,46.66667,46.66667,8100.0,10409.83606557377,1.6,2.0,3.0,27.2,37.57,0.0,61.0,75.0,1.0,1.0,1.0,2.0,2.0,0.8,2.0,2.0,3.0,5.0,0.0,2.0,1.0,5.0,6.0,1889.0,18.0
218.8,342.48,266.0,940.0,18075.25,9982.51,9605.0,13209.0,17174.0,32313.0,32313.0,76918.0,169265.54,0.0,0.0,1690.0,3200.0,379700.0,2305.78,5098.66,0.0,50.85766,51.6129,11426.421907914537,0.0,0.0,0.0,21.45,29.96,0.0,45.23,62.0,1.33,1.0,1.0,2.0,2.0,0.2,1.0,4.0,2.0,5.0,1.0,1.0,1.0,7.0,10.0,2208.0,18.0
0.0,287.5870084593694,0.0,0.0,568.0,9489.073329383884,568.0,568.0,568.0,568.0,568.0,4750.0,1106351.192412627,4750.0,4750.0,4750.0,4750.0,4750.0,93.03,26553.218435297436,93.02781,93.02781,93.02781,93.02781041911476,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,18.0,18.0
0.0,287.5870084593694,0.0,0.0,4612.0,9489.073329383884,4612.0,4612.0,4612.0,4612.0,4612.0,0.0,1106351.192412627,0.0,0.0,0.0,0.0,0.0,0.0,26553.218435297436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4432298136645962,1.051831227243521,1.4574855429428144,1.8228742771471407,2.740415506532448,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,18.0
6.86,7.71,16.0,19.0,10604.2,13152.1,192.0,1554.0,5753.0,13209.0,32313.0,95977.14,118215.96,650.0,850.0,1700.0,220000.0,227000.0,2033.05,2505.15,34.21053,42.5,4782.3913,4934.782608695652,1.14,2.0,2.0,54.43,56.21,46.0,50.0,175.0,0.71,0.0,1.0,1.0,2.0,0.43,1.0,1.0,4.0,5.0,2.0,4.0,1.0,4.0,7.0,69.0,18.0
0.0,287.5870084593694,0.0,0.0,4612.0,9489.073329383884,4612.0,4612.0,4612.0,4612.0,4612.0,2250.0,1106351.192412627,2250.0,2250.0,2250.0,2250.0,2250.0,20.45,26553.218435297436,20.45455,20.45455,20.45455,20.454545454545453,3.0,3.0,3.0,144.0,0.0,144.0,144.0,144.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,18.0,18.0
0.0,287.5870084593694,0.0,0.0,841.0,9489.073329383884,841.0,841.0,841.0,841.0,841.0,330313.3207624817,1106351.192412627,107320.38058700648,149296.05113979947,248453.394005258,438731.0020882515,24786475.075949445,4588.920616252351,26553.218435297436,1096.791111412158,1761.9171716711928,2538.731695644454,148764.76917936187,1.0334823480259034,1.5611029872571547,2.1652391894714853,55343.18507207019,0.0,4865.251092350115,12936.91796246501,725500.7153331941,1.4432298136645962,1.051831227243521,1.4574855429428144,1.8228742771471407,2.740415506532448,0.7569396281595989,1.83288071861291,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,18.0
233.63,651.15,24.0,1845.0,10493.67,8374.92,1098.0,1098.0,13209.0,17174.0,17174.0,1057.14,287.85,800.0,800.0,900.0,1400.0,1500.0,13.04,2.42,11.11111,12.72727,15.0,16.304347826086957,0.86,2.0,2.0,345.71,227.49,300.0,659.0,659.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,6.0,7.0,1.0,6.0,1.0,3.0,8.0,1890.0,18.0
170.13,467.89,16.0,1328.0,12045.33,5798.74,5753.0,5753.0,13209.0,17174.0,17174.0,1186.0,170.24,1000.0,1100.0,1100.0,1330.0,1400.0,20.5,4.45,17.1875,17.54386,24.18182,26.41509433962264,1.6,2.0,2.0,58.6,5.13,57.0,64.0,64.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,4.0,5.0,5.0,2.0,1.0,1.0,6.0,8.0,1381.0,18.0
98.67,162.31,286.0,286.0,2846.0,1827.16,1554.0,1554.0,4138.0,4138.0,4138.0,195000.0,1106351.192412627,195000.0,195000.0,195000.0,195000.0,195000.0,0.0,26553.218435297436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.83,0.0,52.83,52.83,52.83,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,315.0,18.0
20.19,104.86,6.0,756.0,4064.0,4830.56,833.0,1028.0,2007.0,5753.0,13209.0,521156.25,193525.09,1000.0,390000.0,520000.0,650000.0,900000.0,5119.53,2011.1,3866.66667,4730.76923,6372.54902,11125.0,0.33,0.0,3.0,113.14,105.59,96.39,130.0,555.0,1.64,1.0,2.0,2.0,3.0,0.17,2.0,6.0,0.0,48.0,10.0,23.0,1.0,10.0,52.0,1085.0,18.0
612.33,1042.46,1816.0,1816.0,15191.5,2803.68,13209.0,13209.0,17174.0,17174.0,17174.0,2050.0,353.55,1800.0,1800.0,2300.0,2300.0,2300.0,47.61,12.0,39.13043,56.09756,56.09756,56.09756097560975,1.0,1.0,1.0,53.0,2.83,55.0,55.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1855.0,18.0
33.17,80.82,14.0,334.0,12137.0,12821.89,833.0,4612.0,5753.0,17174.0,32313.0,19350.28,77529.19,0.0,1000.0,1147.5,1500.0,330000.0,467.34,1798.84,34.25373,45.57885,52.0,7674.418604651163,0.44,1.0,1.0,17.62,17.14,25.0,32.91,45.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,4.0,17.0,16.0,5.0,9.0,1.0,9.0,19.0,622.0,18.0
113.0,170.67,161.0,436.0,3119.0,4401.03,7.0,7.0,6231.0,6231.0,6231.0,1462500.01,2307009.24,0.01,0.01,1000000.0,4850000.0,4850000.0,1188.28,1425.44,0.0,1903.45369,2849.65234,2849.652342414225,0.0,0.0,0.0,1477.75,2428.78,341.0,5120.0,5120.0,7.0,0.0,8.0,20.0,20.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,3.0,6.0,697.0,18.0
0.0,287.5870084593694,0.0,0.0,13209.0,9489.073329383884,13209.0,13209.0,13209.0,13209.0,13209.0,900.0,1106351.192412627,900.0,900.0,900.0,900.0,900.0,30.0,26553.218435297436,30.0,30.0,30.0,30.0,1.0,1.0,1.0,30.0,0.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0,18.0
5.0,7.07,10.0,10.0,3083.0,2162.33,1554.0,1554.0,4612.0,4612.0,4612.0,1225.0,35.36,1200.0,1200.0,1250.0,1250.0,1250.0,58.33,11.79,50.0,66.66667,66.66667,66.66666666666667,1.0,1.0,1.0,60.0,84.85,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,28.0,18.0
0.0,287.5870084593694,0.0,0.0,17174.0,9489.073329383884,17174.0,17174.0,17174.0,17174.0,17174.0,1265.0,1106351.192412627,1265.0,1265.0,1265.0,1265.0,1265.0,24.8,26553.218435297436,24.80392,24.80392,24.80392,24.80392156862745,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,18.0,18.0
